Department,Branch,Timeline,Semester,Subject,FullPath
MBA,MAKE UP,MBA,MS 19 FOURTH SEMESTER-CBCS,QUALITY MANAGEMENT,/MBA/MAKE UP/SUMMER-19/MBA/MS 19 FOURTH SEMESTER-CBCS/QUALITY MANAGEMENT.pdf
MBA,MAKE UP,MBA,MS 19 FOURTH SEMESTER-CBCS,RECENT TRENDS IN HRM-,/MBA/MAKE UP/SUMMER-19/MBA/MS 19 FOURTH SEMESTER-CBCS/RECENT TRENDS IN HRM-.pdf
MBA,MAKE UP,MBA,MS 19 FOURTH SEMESTER-CBCS,RURAL MARKETING-,/MBA/MAKE UP/SUMMER-19/MBA/MS 19 FOURTH SEMESTER-CBCS/RURAL MARKETING-.pdf
MBA,MAKE UP,MBA,MS 19 SECOND SEMESTER-CBCS,STRATEGIC MANAGEMENT--,/MBA/MAKE UP/SUMMER-19/MBA/MS 19 SECOND SEMESTER-CBCS/STRATEGIC MANAGEMENT--.pdf
MBA,MAKE UP,MBA,MS 19 SECOND SEMESTER,STRATEGIC MANAGEMENT---,/MBA/MAKE UP/SUMMER-19/MBA/MS 19 SECOND SEMESTER/STRATEGIC MANAGEMENT---.pdf
MBA,MAKE UP,MBA,MS 19 FOURTH SEMESTER-CBCS,WEALTH MANAGEMENT-,/MBA/MAKE UP/SUMMER-19/MBA/MS 19 FOURTH SEMESTER-CBCS/WEALTH MANAGEMENT-.pdf
MBA,MAKE UP,SUMMER - 23,SECOND SEMESTER,BLOCKCHAIN AND ITS APPLICATION,/MBA/MAKE UP/SUMMER - 23/SECOND SEMESTER/BLOCKCHAIN AND ITS APPLICATION.pdf
MBA,MAKE UP,SUMMER - 23,SECOND SEMESTER,BUSINESS LEGISLATION,/MBA/MAKE UP/SUMMER - 23/SECOND SEMESTER/BUSINESS LEGISLATION.pdf
MBA,MAKE UP,SUMMER - 23,SECOND SEMESTER,COST AND MANAGEMENT ACCOUNTING,/MBA/MAKE UP/SUMMER - 23/SECOND SEMESTER/COST AND MANAGEMENT ACCOUNTING.pdf
MBA,MAKE UP,SUMMER - 23,FOURTH SEMESTER,DERIVATIVES AND RISK MANAGEMENT,/MBA/MAKE UP/SUMMER - 23/FOURTH SEMESTER/DERIVATIVES AND RISK MANAGEMENT.pdf
MBA,MAKE UP,SUMMER - 23,SECOND SEMESTER,ETHICS AND CORPORATE SOCIAL RESPONSIBILITY,/MBA/MAKE UP/SUMMER - 23/SECOND SEMESTER/ETHICS AND CORPORATE SOCIAL RESPONSIBILITY.pdf
MBA,MAKE UP,SUMMER - 23,SECOND SEMESTER,HUMAN RESOURCE MANAGEMENT,/MBA/MAKE UP/SUMMER - 23/SECOND SEMESTER/HUMAN RESOURCE MANAGEMENT.pdf
MBA,MAKE UP,SUMMER - 23,FOURTH SEMESTER,INTEGRATED MARKETING COMMUNICATION,/MBA/MAKE UP/SUMMER - 23/FOURTH SEMESTER/INTEGRATED MARKETING COMMUNICATION.pdf
MBA,MAKE UP,SUMMER - 23,SECOND SEMESTER,INTRODUCTION TO FINTECH,/MBA/MAKE UP/SUMMER - 23/SECOND SEMESTER/INTRODUCTION TO FINTECH.pdf
MBA,MAKE UP,SUMMER - 23,FOURTH SEMESTER,LEAN PRODUCTION SYSTEMS,/MBA/MAKE UP/SUMMER - 23/FOURTH SEMESTER/LEAN PRODUCTION SYSTEMS.pdf
MBA,MAKE UP,SUMMER - 23,SECOND SEMESTER,MANAGERIAL ECONOMICS,/MBA/MAKE UP/SUMMER - 23/SECOND SEMESTER/MANAGERIAL ECONOMICS.pdf
MBA,MAKE UP,SUMMER - 23,SECOND SEMESTER,OPERATIONS MANAGEMENT,/MBA/MAKE UP/SUMMER - 23/SECOND SEMESTER/OPERATIONS MANAGEMENT.pdf
MBA,MAKE UP,SUMMER - 23,FOURTH SEMESTER,ORGANIZATIONAL DESIGN  CREATING,/MBA/MAKE UP/SUMMER - 23/FOURTH SEMESTER/ORGANIZATIONAL DESIGN  CREATING.pdf
MBA,MAKE UP,SUMMER - 23,SECOND SEMESTER,STRATEGIC MANAGEMENT,/MBA/MAKE UP/SUMMER - 23/SECOND SEMESTER/STRATEGIC MANAGEMENT.pdf
MBA,MAKE UP,SUMMER - 23,FOURTH SEMESTER,TEXT MINING AND MODELLING,/MBA/MAKE UP/SUMMER - 23/FOURTH SEMESTER/TEXT MINING AND MODELLING.pdf
MBA,MAKE UP,SUMMER -24,SECOND SEM,BLOCKCHAIN AND ITS APPLICATION,/MBA/MAKE UP/SUMMER -24/SECOND SEM/BLOCKCHAIN AND ITS APPLICATION.pdf
MBA,MAKE UP,SUMMER -24,SECOND SEM,BUSINESS LEGISLATION,/MBA/MAKE UP/SUMMER -24/SECOND SEM/BUSINESS LEGISLATION.pdf
MBA,MAKE UP,SUMMER -24,SECOND SEM,COST AND MANAGEMENT ACCOUNTING,/MBA/MAKE UP/SUMMER -24/SECOND SEM/COST AND MANAGEMENT ACCOUNTING.pdf
MBA,MAKE UP,SUMMER -24,SECOND SEM,ETHICS AND CORPORATE SOCIAL RESPONSIBILITY (MOOCS),/MBA/MAKE UP/SUMMER -24/SECOND SEM/ETHICS AND CORPORATE SOCIAL RESPONSIBILITY (MOOCS).pdf
MBA,MAKE UP,SUMMER -24,SECOND SEM,HUMAN RESOURCE MANAGEMENT,/MBA/MAKE UP/SUMMER -24/SECOND SEM/HUMAN RESOURCE MANAGEMENT.pdf
MBA,MAKE UP,SUMMER -24,SECOND SEM,INTRODUCTION TO FINTECH,/MBA/MAKE UP/SUMMER -24/SECOND SEM/INTRODUCTION TO FINTECH.pdf
MBA,MAKE UP,SUMMER -24,SECOND SEM,MANAGERIAL ECONOMICS,/MBA/MAKE UP/SUMMER -24/SECOND SEM/MANAGERIAL ECONOMICS.pdf
MBA,MAKE UP,SUMMER -24,SECOND SEM,OPERATIONS MANAGEMENT,/MBA/MAKE UP/SUMMER -24/SECOND SEM/OPERATIONS MANAGEMENT.pdf
MBA,MAKE UP,SUMMER -24,SECOND SEM,R-STUDIO,/MBA/MAKE UP/SUMMER -24/SECOND SEM/R-STUDIO.pdf
MBA,MAKE UP,SUMMER -24,SECOND SEM,STRATEGIC MANAGEMENT,/MBA/MAKE UP/SUMMER -24/SECOND SEM/STRATEGIC MANAGEMENT.pdf
MBA,MAKE UP,SUMMER-16,MS 16 FIRST SEMESTER,MBA-FIRST SEMESTER-MS-2016,/MBA/MAKE UP/SUMMER-16/MS 16 FIRST SEMESTER/MBA-FIRST SEMESTER-MS-2016.pdf
MBA,MAKE UP,SUMMER-16,MS 16 FOURTH SEMESTER,MBA-FOURTH SEMESTER-MS-2016,/MBA/MAKE UP/SUMMER-16/MS 16 FOURTH SEMESTER/MBA-FOURTH SEMESTER-MS-2016.pdf
MBA,MAKE UP,SUMMER-16,MS 16 SECOND SEMESTER,MBA-SECOND SEMESTER-MS-2016,/MBA/MAKE UP/SUMMER-16/MS 16 SECOND SEMESTER/MBA-SECOND SEMESTER-MS-2016.pdf
MBA,MAKE UP,SUMMER-16,MS 16 THIRD SEMESTER,MBA-THIRD SEMESTER-MS-2016,/MBA/MAKE UP/SUMMER-16/MS 16 THIRD SEMESTER/MBA-THIRD SEMESTER-MS-2016.pdf
MBA,MAKE UP,SUMMER-17,THIRD SEMESTER,BRAND MANAGEMENT,/MBA/MAKE UP/SUMMER-17/THIRD SEMESTER/BRAND MANAGEMENT.pdf
MBA,MAKE UP,SUMMER-17,THIRD SEMESTER,CORPORATE TAXATION,/MBA/MAKE UP/SUMMER-17/THIRD SEMESTER/CORPORATE TAXATION.pdf
MBA,MAKE UP,SUMMER-17,THIRD SEMESTER,HUMAN RESOURCE PLANNING,/MBA/MAKE UP/SUMMER-17/THIRD SEMESTER/HUMAN RESOURCE PLANNING.pdf
MBA,MAKE UP,SUMMER-17,THIRD SEMESTER,INDIAN BANKING AND FINANCIAL SYSTEM,/MBA/MAKE UP/SUMMER-17/THIRD SEMESTER/INDIAN BANKING AND FINANCIAL SYSTEM.pdf
MBA,MAKE UP,SUMMER-17,THIRD SEMESTER,INTERNATIONAL HRM SCENARIOS AND PRACTICES,/MBA/MAKE UP/SUMMER-17/THIRD SEMESTER/INTERNATIONAL HRM SCENARIOS AND PRACTICES.pdf
MBA,MAKE UP,SUMMER-17,THIRD SEMESTER,OPERATION PLANNING AND CONTROL,/MBA/MAKE UP/SUMMER-17/THIRD SEMESTER/OPERATION PLANNING AND CONTROL.pdf
MBA,MAKE UP,SUMMER-17,THIRD SEMESTER,PERFORMANCE MANAGEMENT AND COMPENSATION,/MBA/MAKE UP/SUMMER-17/THIRD SEMESTER/PERFORMANCE MANAGEMENT AND COMPENSATION.pdf
MBA,MAKE UP,SUMMER-17,THIRD SEMESTER,PROJECT MANAGEMENT,/MBA/MAKE UP/SUMMER-17/THIRD SEMESTER/PROJECT MANAGEMENT.pdf
MBA,MAKE UP,SUMMER-17,THIRD SEMESTER,PROJECT PLANNING AND FINANCING AND MERGERS  AND ACQUISITIONS,/MBA/MAKE UP/SUMMER-17/THIRD SEMESTER/PROJECT PLANNING AND FINANCING AND MERGERS  AND ACQUISITIONS.pdf
MBA,MAKE UP,SUMMER-17,THIRD SEMESTER,RETAIL MANAGEMENT,/MBA/MAKE UP/SUMMER-17/THIRD SEMESTER/RETAIL MANAGEMENT.pdf
MBA,MAKE UP,SUMMER-17,THIRD SEMESTER,SALES AND DISTRIBUTION MANAGEMENT,/MBA/MAKE UP/SUMMER-17/THIRD SEMESTER/SALES AND DISTRIBUTION MANAGEMENT.pdf
MBA,MAKE UP,SUMMER-17,THIRD SEMESTER,SECURITY ANALYSIS AND PORTFOLIO MANAGEMENT,/MBA/MAKE UP/SUMMER-17/THIRD SEMESTER/SECURITY ANALYSIS AND PORTFOLIO MANAGEMENT.pdf
MBA,MAKE UP,SUMMER-17,THIRD SEMESTER,SERVICE MARKETING,/MBA/MAKE UP/SUMMER-17/THIRD SEMESTER/SERVICE MARKETING.pdf
MBA,MAKE UP,SUMMER-17,THIRD SEMESTER,SERVICES OPERATION,/MBA/MAKE UP/SUMMER-17/THIRD SEMESTER/SERVICES OPERATION.pdf
MBA,MAKE UP,SUMMER-17,THIRD SEMESTER,SUPPLY CHAIN MANAGEMENT,/MBA/MAKE UP/SUMMER-17/THIRD SEMESTER/SUPPLY CHAIN MANAGEMENT.pdf
MBA,MAKE UP,SUMMER-17,THIRD SEMESTER,TRAINING AND DEVELOPMENT PRACTICES,/MBA/MAKE UP/SUMMER-17/THIRD SEMESTER/TRAINING AND DEVELOPMENT PRACTICES.pdf
MBA,MAKE UP,SUMMER-18,MS 18 SECOND SEMESTER,APPLIED OPERATING RESEARCH,/MBA/MAKE UP/SUMMER-18/MS 18 SECOND SEMESTER/APPLIED OPERATING RESEARCH.pdf
MBA,MAKE UP,SUMMER-18,MS 18 CBCS SECOND SEMESTER,APPLIED OPERATIONS RESEARCH,/MBA/MAKE UP/SUMMER-18/MS 18 CBCS SECOND SEMESTER/APPLIED OPERATIONS RESEARCH.pdf
MBA,MAKE UP,SUMMER-18,MS 18 CBCS FOURTH SEMESTER,BUSINESS ANALYTICS,/MBA/MAKE UP/SUMMER-18/MS 18 CBCS FOURTH SEMESTER/BUSINESS ANALYTICS.pdf
MBA,MAKE UP,SUMMER-18,MS 18 CBCS SECOND SEMESTER,BUSINESS LEGISLATION,/MBA/MAKE UP/SUMMER-18/MS 18 CBCS SECOND SEMESTER/BUSINESS LEGISLATION.pdf
MBA,MAKE UP,SUMMER-18,MS 18 CBCS SECOND SEMESTER,BUSINESS RESEARCH METHODS,/MBA/MAKE UP/SUMMER-18/MS 18 CBCS SECOND SEMESTER/BUSINESS RESEARCH METHODS.pdf
MBA,MAKE UP,SUMMER-18,MS 18 CBCS SECOND SEMESTER,COST AND MANAGEMENT ACCOUNTING,/MBA/MAKE UP/SUMMER-18/MS 18 CBCS SECOND SEMESTER/COST AND MANAGEMENT ACCOUNTING.pdf
MBA,MAKE UP,SUMMER-18,MS 18 SECOND SEMESTER,COST AND MANAGEMENT ACCOUNTING,/MBA/MAKE UP/SUMMER-18/MS 18 SECOND SEMESTER/COST AND MANAGEMENT ACCOUNTING.pdf
MBA,MAKE UP,SUMMER-18,MS 18 CBCS FOURTH SEMESTER,CREATIVITY AND INNOVATION,/MBA/MAKE UP/SUMMER-18/MS 18 CBCS FOURTH SEMESTER/CREATIVITY AND INNOVATION.pdf
MBA,MAKE UP,SUMMER-18,MS 18 CBCS FOURTH SEMESTER,DERIVATIVES AND RISK MANAGEMENT,/MBA/MAKE UP/SUMMER-18/MS 18 CBCS FOURTH SEMESTER/DERIVATIVES AND RISK MANAGEMENT.pdf
MBA,MAKE UP,SUMMER-18,MS 18 SECOND SEMESTER,ENTERPRENEURIAL DEVELOPMENT AND BUSINESS ETHICS,/MBA/MAKE UP/SUMMER-18/MS 18 SECOND SEMESTER/ENTERPRENEURIAL DEVELOPMENT AND BUSINESS ETHICS.pdf
MBA,MAKE UP,SUMMER-18,MS 18 CBCS FOURTH SEMESTER,FINANCIAL ACCOUNTING,/MBA/MAKE UP/SUMMER-18/MS 18 CBCS FOURTH SEMESTER/FINANCIAL ACCOUNTING.pdf
MBA,MAKE UP,SUMMER-18,MS 18 CBCS FOURTH SEMESTER,INTEGRATED MARKETING COMMUNICATION,/MBA/MAKE UP/SUMMER-18/MS 18 CBCS FOURTH SEMESTER/INTEGRATED MARKETING COMMUNICATION.pdf
MBA,MAKE UP,SUMMER-18,MS 18 CBCS FOURTH SEMESTER,INTERNATIONAL HRM,/MBA/MAKE UP/SUMMER-18/MS 18 CBCS FOURTH SEMESTER/INTERNATIONAL HRM.pdf
MBA,MAKE UP,SUMMER-18,MS 18 CBCS FOURTH SEMESTER,LEAN MANAGEMENT,/MBA/MAKE UP/SUMMER-18/MS 18 CBCS FOURTH SEMESTER/LEAN MANAGEMENT.pdf
MBA,MAKE UP,SUMMER-18,MS 18 CBCS SECOND SEMESTER,MANAGERIAL ECONOMICS,/MBA/MAKE UP/SUMMER-18/MS 18 CBCS SECOND SEMESTER/MANAGERIAL ECONOMICS.pdf
MBA,MAKE UP,SUMMER-18,MS 18 CBCS SECOND SEMESTER,OPERATIONS MANAGEMENT,/MBA/MAKE UP/SUMMER-18/MS 18 CBCS SECOND SEMESTER/OPERATIONS MANAGEMENT.pdf
MBA,MAKE UP,SUMMER-18,MS 18 CBCS SECOND SEMESTER,ORGANIZATION BEHAVIOUR AND DEVELOPMENT,/MBA/MAKE UP/SUMMER-18/MS 18 CBCS SECOND SEMESTER/ORGANIZATION BEHAVIOUR AND DEVELOPMENT.pdf
MBA,MAKE UP,SUMMER-18,MS 18 CBCS FOURTH SEMESTER,QUALITY MANAGEMENT,/MBA/MAKE UP/SUMMER-18/MS 18 CBCS FOURTH SEMESTER/QUALITY MANAGEMENT.pdf
MBA,MAKE UP,SUMMER-18,MS 18 SECOND SEMESTER,QUANTITATIVE DECISION MAKING AND BUSINESS RESEARCH - Copy,/MBA/MAKE UP/SUMMER-18/MS 18 SECOND SEMESTER/QUANTITATIVE DECISION MAKING AND BUSINESS RESEARCH - Copy.pdf
MBA,MAKE UP,SUMMER-18,MS 18 CBCS FOURTH SEMESTER,RECENT TRENDS IN HRM,/MBA/MAKE UP/SUMMER-18/MS 18 CBCS FOURTH SEMESTER/RECENT TRENDS IN HRM.pdf
MBA,MAKE UP,SUMMER-18,MS 18 CBCS FOURTH SEMESTER,RURAL MARKETING,/MBA/MAKE UP/SUMMER-18/MS 18 CBCS FOURTH SEMESTER/RURAL MARKETING.pdf
MBA,MAKE UP,SUMMER-18,MS 18 CBCS SECOND SEMESTER,STRATEGIC MANAGEMENT,/MBA/MAKE UP/SUMMER-18/MS 18 CBCS SECOND SEMESTER/STRATEGIC MANAGEMENT.pdf
MBA,MAKE UP,SUMMER-18,MS 18 SECOND SEMESTER,STRATEGIC MANAGEMENT,/MBA/MAKE UP/SUMMER-18/MS 18 SECOND SEMESTER/STRATEGIC MANAGEMENT.pdf
MBA,MAKE UP,SUMMER-18,MS 18 CBCS FOURTH SEMESTER,WEALTH MANAGEMENT,/MBA/MAKE UP/SUMMER-18/MS 18 CBCS FOURTH SEMESTER/WEALTH MANAGEMENT.pdf
MBA,MAKE UP,SUMMER-21,IV SEMESTER,1-SET B_MBT681-4_Sales & Distribution Management-Ok,/MBA/MAKE UP/SUMMER-21/IV SEMESTER/1-SET B_MBT681-4_Sales & Distribution Management-Ok.pdf
MBA,MAKE UP,SUMMER-21,IV SEMESTER,1-Set_B_MBT688-8-Statistics Using R-Ok,/MBA/MAKE UP/SUMMER-21/IV SEMESTER/1-Set_B_MBT688-8-Statistics Using R-Ok.pdf
MBA,MAKE UP,SUMMER-21,IV SEMESTER,1-SETB_MBT683-2_HR Audit & Analytics-Ok,/MBA/MAKE UP/SUMMER-21/IV SEMESTER/1-SETB_MBT683-2_HR Audit & Analytics-Ok.pdf
MBA,MAKE UP,SUMMER-21,IV SEMESTER,1-SetB_MBT684-12_Design and analysis of lean production system-Ok,/MBA/MAKE UP/SUMMER-21/IV SEMESTER/1-SetB_MBT684-12_Design and analysis of lean production system-Ok.pdf
MBA,MAKE UP,SUMMER-22,FOURTH SEMESTER,DATA VISUALIZATION FOR MANAGERS.,/MBA/MAKE UP/SUMMER-22/FOURTH SEMESTER/DATA VISUALIZATION FOR MANAGERS..pdf
MBA,MAKE UP,SUMMER-22,FOURTH SEMESTER,DERIVATIVES AND RISK MANAGEMENT.,/MBA/MAKE UP/SUMMER-22/FOURTH SEMESTER/DERIVATIVES AND RISK MANAGEMENT..pdf
MBA,MAKE UP,SUMMER-22,FOURTH SEMESTER,INDUSTRIAL RELATIONS.,/MBA/MAKE UP/SUMMER-22/FOURTH SEMESTER/INDUSTRIAL RELATIONS..pdf
MBA,MAKE UP,SUMMER-22,FOURTH SEMESTER,SALES AND DISTRIBUTION MANAGEMENT.,/MBA/MAKE UP/SUMMER-22/FOURTH SEMESTER/SALES AND DISTRIBUTION MANAGEMENT..pdf
MBA,MAKE UP,WINNTER-22,Third sem mw CBCS,APPLIED ECONOMETRICS,/MBA/MAKE UP/WINNTER-22/Third sem mw CBCS/APPLIED ECONOMETRICS.pdf
MBA,MAKE UP,WINNTER-22,First sem mw,APPLIED STATISTICS AND QUANTITATIVE TECHNIQUES,/MBA/MAKE UP/WINNTER-22/First sem mw/APPLIED STATISTICS AND QUANTITATIVE TECHNIQUES.pdf
MBA,MAKE UP,WINNTER-22,Third sem mw CBCS,BRAND MANAGEMENT,/MBA/MAKE UP/WINNTER-22/Third sem mw CBCS/BRAND MANAGEMENT.pdf
MBA,MAKE UP,WINNTER-22,Third sem mw,BUSINESS DATA MINING,/MBA/MAKE UP/WINNTER-22/Third sem mw/BUSINESS DATA MINING.pdf
MBA,MAKE UP,WINNTER-22,Third sem mw CBCS,COMMERCIAL BANKING IN INDIA,/MBA/MAKE UP/WINNTER-22/Third sem mw CBCS/COMMERCIAL BANKING IN INDIA.pdf
MBA,MAKE UP,WINNTER-22,Third sem mw CBCS,DECISION ANALYTICS USING PYTHON,/MBA/MAKE UP/WINNTER-22/Third sem mw CBCS/DECISION ANALYTICS USING PYTHON.pdf
MBA,MAKE UP,WINNTER-22,Third sem mw,DIGITAL MARKETING,/MBA/MAKE UP/WINNTER-22/Third sem mw/DIGITAL MARKETING.pdf
MBA,MAKE UP,WINNTER-22,First sem mw,ENTREPRENEURIAL SKILLS,/MBA/MAKE UP/WINNTER-22/First sem mw/ENTREPRENEURIAL SKILLS.pdf
MBA,MAKE UP,WINNTER-22,First sem mw,FINANCIAL MANAGEMENT,/MBA/MAKE UP/WINNTER-22/First sem mw/FINANCIAL MANAGEMENT.pdf
MBA,MAKE UP,WINNTER-22,Third sem mw CBCS,HUMAN RESOURCE PLANNING,/MBA/MAKE UP/WINNTER-22/Third sem mw CBCS/HUMAN RESOURCE PLANNING.pdf
MBA,MAKE UP,WINNTER-22,Third sem mw CBCS,INDUSTRIAL RELATIONS,/MBA/MAKE UP/WINNTER-22/Third sem mw CBCS/INDUSTRIAL RELATIONS.pdf
MBA,MAKE UP,WINNTER-22,First sem mw,MARKETING MANAGEMENT,/MBA/MAKE UP/WINNTER-22/First sem mw/MARKETING MANAGEMENT.pdf
MBA,MAKE UP,WINNTER-22,Third sem mw CBCS,MERGERS AND ACQUISITION AND CORPORATE,/MBA/MAKE UP/WINNTER-22/Third sem mw CBCS/MERGERS AND ACQUISITION AND CORPORATE.pdf
MBA,MAKE UP,WINNTER-22,Third sem mw,OPERATIONS PLANNING AND CONTROL,/MBA/MAKE UP/WINNTER-22/Third sem mw/OPERATIONS PLANNING AND CONTROL.pdf
MBA,MAKE UP,WINNTER-22,First sem mw,ORGANIZATION BEHAVIOUR,/MBA/MAKE UP/WINNTER-22/First sem mw/ORGANIZATION BEHAVIOUR.pdf
MBA,MAKE UP,WINNTER-22,Third sem mw CBCS,PERFORMANCE AND COMPENSATION MANAGEMENT,/MBA/MAKE UP/WINNTER-22/Third sem mw CBCS/PERFORMANCE AND COMPENSATION MANAGEMENT.pdf
MBA,MAKE UP,WINNTER-22,Third sem mw CBCS,PORTFOLIO MANAGEMENT,/MBA/MAKE UP/WINNTER-22/Third sem mw CBCS/PORTFOLIO MANAGEMENT.pdf
MBA,MAKE UP,WINNTER-22,Third sem mw CBCS,POWER BI AND SQL,/MBA/MAKE UP/WINNTER-22/Third sem mw CBCS/POWER BI AND SQL.pdf
MBA,MAKE UP,WINNTER-22,First sem mw,PRINCIPLES OF MANAGEMENT (MOOCS),/MBA/MAKE UP/WINNTER-22/First sem mw/PRINCIPLES OF MANAGEMENT (MOOCS).pdf
MBA,MAKE UP,WINNTER-22,First sem mw,PROJECT MANAGEMENT,/MBA/MAKE UP/WINNTER-22/First sem mw/PROJECT MANAGEMENT.pdf
MBA,MAKE UP,WINNTER-22,Third sem mw,QUALITY MANAGEMENT,/MBA/MAKE UP/WINNTER-22/Third sem mw/QUALITY MANAGEMENT.pdf
MBA,MAKE UP,WINNTER-22,First sem mw,RESEARCH METHODOLOGY,/MBA/MAKE UP/WINNTER-22/First sem mw/RESEARCH METHODOLOGY.pdf
MBA,MAKE UP,WINNTER-22,Third sem mw,RETAIL MANAGEMENT,/MBA/MAKE UP/WINNTER-22/Third sem mw/RETAIL MANAGEMENT.pdf
MBA,MAKE UP,WINNTER-22,Third sem mw CBCS,SALES AND DISTRIBUTION MANAGEMENT,/MBA/MAKE UP/WINNTER-22/Third sem mw CBCS/SALES AND DISTRIBUTION MANAGEMENT.pdf
MBA,MAKE UP,WINNTER-22,Third sem mw CBCS,SECURITY ANALYSIS,/MBA/MAKE UP/WINNTER-22/Third sem mw CBCS/SECURITY ANALYSIS.pdf
MBA,MAKE UP,WINNTER-22,Third sem mw CBCS,SERVICES OPERATION,/MBA/MAKE UP/WINNTER-22/Third sem mw CBCS/SERVICES OPERATION.pdf
MBA,MAKE UP,WINNTER-22,Third sem mw CBCS,SUPPLY CHAIN MANAGEMENT,/MBA/MAKE UP/WINNTER-22/Third sem mw CBCS/SUPPLY CHAIN MANAGEMENT.pdf
MBA,MAKE UP,WINNTER-22,Third sem mw CBCS,TRAINING AND DEVELOPMENT,/MBA/MAKE UP/WINNTER-22/Third sem mw CBCS/TRAINING AND DEVELOPMENT.pdf
MBA,MAKE UP,WINTER - 23,FIRST SEMESTER,APPLIED STATISTICS AND QUANTITATIVE TECHNIQUES,/MBA/MAKE UP/WINTER - 23/FIRST SEMESTER/APPLIED STATISTICS AND QUANTITATIVE TECHNIQUES.pdf
MBA,MAKE UP,WINTER - 23,THIRD SEMESTER,BRAND MANAGEMENT,/MBA/MAKE UP/WINTER - 23/THIRD SEMESTER/BRAND MANAGEMENT.pdf
MBA,MAKE UP,WINTER - 23,THIRD SEMESTER,BUSINESS DATA MINING,/MBA/MAKE UP/WINTER - 23/THIRD SEMESTER/BUSINESS DATA MINING.pdf
MBA,MAKE UP,WINTER - 23,THIRD SEMESTER,COMMERCIAL BANKING IN INDIA,/MBA/MAKE UP/WINTER - 23/THIRD SEMESTER/COMMERCIAL BANKING IN INDIA.pdf
MBA,MAKE UP,WINTER - 23,THIRD SEMESTER,CUSTOMER ANALYTICS,/MBA/MAKE UP/WINTER - 23/THIRD SEMESTER/CUSTOMER ANALYTICS.pdf
MBA,MAKE UP,WINTER - 23,THIRD SEMESTER,DECISION ANALYTICS USING PYTHON,/MBA/MAKE UP/WINTER - 23/THIRD SEMESTER/DECISION ANALYTICS USING PYTHON.pdf
MBA,MAKE UP,WINTER - 23,THIRD SEMESTER,DIGITAL MARKETING,/MBA/MAKE UP/WINTER - 23/THIRD SEMESTER/DIGITAL MARKETING.pdf
MBA,MAKE UP,WINTER - 23,FIRST SEMESTER,ENTREPRENEURIAL SKILLS,/MBA/MAKE UP/WINTER - 23/FIRST SEMESTER/ENTREPRENEURIAL SKILLS.pdf
MBA,MAKE UP,WINTER - 23,FIRST SEMESTER,FINANCIAL ACCOUNTING,/MBA/MAKE UP/WINTER - 23/FIRST SEMESTER/FINANCIAL ACCOUNTING.pdf
MBA,MAKE UP,WINTER - 23,FIRST SEMESTER,FINANCIAL MANAGEMENT,/MBA/MAKE UP/WINTER - 23/FIRST SEMESTER/FINANCIAL MANAGEMENT.pdf
MBA,MAKE UP,WINTER - 23,THIRD SEMESTER,HUMAN RESOURCE PLANNING,/MBA/MAKE UP/WINTER - 23/THIRD SEMESTER/HUMAN RESOURCE PLANNING.pdf
MBA,MAKE UP,WINTER - 23,THIRD SEMESTER,INDUSTRIAL RELATION,/MBA/MAKE UP/WINTER - 23/THIRD SEMESTER/INDUSTRIAL RELATION.pdf
MBA,MAKE UP,WINTER - 23,FIRST SEMESTER,MARKETING MANAGEMENT,/MBA/MAKE UP/WINTER - 23/FIRST SEMESTER/MARKETING MANAGEMENT.pdf
MBA,MAKE UP,WINTER - 23,THIRD SEMESTER,MERGERS AND ACQUISITION AND CORPORATE,/MBA/MAKE UP/WINTER - 23/THIRD SEMESTER/MERGERS AND ACQUISITION AND CORPORATE.pdf
MBA,MAKE UP,WINTER - 23,THIRD SEMESTER,OPERATIONS PLANNING AND CONTROL,/MBA/MAKE UP/WINTER - 23/THIRD SEMESTER/OPERATIONS PLANNING AND CONTROL.pdf
MBA,MAKE UP,WINTER - 23,FIRST SEMESTER,ORGANIZATION BEHAVIOUR,/MBA/MAKE UP/WINTER - 23/FIRST SEMESTER/ORGANIZATION BEHAVIOUR.pdf
MBA,MAKE UP,WINTER - 23,THIRD SEMESTER,PERFORMANCE AND COMPENSATION MANAGEMENT,/MBA/MAKE UP/WINTER - 23/THIRD SEMESTER/PERFORMANCE AND COMPENSATION MANAGEMENT.pdf
MBA,MAKE UP,WINTER - 23,THIRD SEMESTER,PORTFOLIO AND RISK MANAGEMENT,/MBA/MAKE UP/WINTER - 23/THIRD SEMESTER/PORTFOLIO AND RISK MANAGEMENT.pdf
MBA,MAKE UP,WINTER - 23,THIRD SEMESTER,POWER BI AND SQL,/MBA/MAKE UP/WINTER - 23/THIRD SEMESTER/POWER BI AND SQL.pdf
MBA,MAKE UP,WINTER - 23,FIRST SEMESTER,PRINCIPLES OF MANAGEMENT,/MBA/MAKE UP/WINTER - 23/FIRST SEMESTER/PRINCIPLES OF MANAGEMENT.pdf
MBA,MAKE UP,WINTER - 23,FIRST SEMESTER,PROJECT MANAGEMENT,/MBA/MAKE UP/WINTER - 23/FIRST SEMESTER/PROJECT MANAGEMENT.pdf
MBA,MAKE UP,WINTER - 23,THIRD SEMESTER,QUALITY MANAGEMENT,/MBA/MAKE UP/WINTER - 23/THIRD SEMESTER/QUALITY MANAGEMENT.pdf
